id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ear_t,ear_f,ear_m,ear_agr,ear_ind,ear_sev
3_27_502_0,2011,Rural,3,India,27,Maharashtra,502,Washim,2.6,1.3,3,2.9,2.2,3.4
3_27_502_0,2011,Total,3,India,27,Maharashtra,502,Washim,2.6,1.4,3.1,2.9,2.2,3.5
3_27_502_0,2011,Urban,3,India,27,Maharashtra,502,Washim,3.2,1.9,4.100000000000001,2.3,3.4,3.7
3_27_503_0,2011,Rural,3,India,27,Maharashtra,503,Amravati,2.6,1.7,3.2,2.2,2.6,6
3_27_503_0,2011,Total,3,India,27,Maharashtra,503,Amravati,3.7,2.5,4.3,2.2,2.6,7.9
3_27_503_0,2011,Urban,3,India,27,Maharashtra,503,Amravati,7.100000000000001,6.2,7.5,1.9,2.4,9.600000000000001
3_27_504_0,2011,Rural,3,India,27,Maharashtra,504,Wardha,3,1.9,3.5,2.1,6,7.600000000000001
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,3.4,2.3,4,2.1,4.3,7.800000000000001
3_27_504_0,2011,Urban,3,India,27,Maharashtra,504,Wardha,4.600000000000001,3.3,5.300000000000001,1.9,3.8,8.200000000000001
3_27_505_0,2011,Rural,3,India,27,Maharashtra,505,Nagpur,5.2,4.2,5.600000000000001,2.2,13.6,6.7
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,7.100000000000001,4.7,7.9,2.3,6.4,9.4
3_27_505_0,2011,Urban,3,India,27,Maharashtra,505,Nagpur,8.200000000000001,5,9.200000000000001,7.7,5.100000000000001,10.3
3_27_506_0,2011,Rural,3,India,27,Maharashtra,506,Bhandara,4.5,4.2,4.9,2.1,2.7,15.7
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,5.4,4.2,6.5,2.1,3.1,15.7
3_27_506_0,2011,Urban,3,India,27,Maharashtra,506,Bhandara,11.5,3.3,12.5,1.3,6.4,15.7
3_27_507_0,2011,Rural,3,India,27,Maharashtra,507,Gondiya,2.6,1.5,3.2,1.6,3.7,6.7
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,3.2,1.6,4.100000000000001,1.6,3.7,9.1
3_27_507_0,2011,Urban,3,India,27,Maharashtra,507,Gondiya,10,4.7,10.5,,5.2,11.1
3_27_508_0,2011,Rural,3,India,27,Maharashtra,508,Gadchiroli,2.3,1.5,3,1.6,2.8,12.8
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,3,1.6,4.100000000000001,1.6,7.2,12.5
3_27_508_0,2011,Urban,3,India,27,Maharashtra,508,Gadchiroli,9.9,2.1,13.9,1.5,8.700000000000001,12.2
3_27_509_0,2011,Rural,3,India,27,Maharashtra,509,Chandrapur,2.3,1.8,2.7,2,4.800000000000001,9.5
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,3.3,2.2,3.9,2.2,4.9,7.4
3_27_509_0,2011,Urban,3,India,27,Maharashtra,509,Chandrapur,6.600000000000001,6.100000000000001,6.7,12.4,4.9,6.9
3_27_510_0,2011,Rural,3,India,27,Maharashtra,510,Yavatmal,2.1,1.5,2.7,2.2,10,4.5
3_27_510_0,2011,Total,3,India,27,Maharashtra,510,Yavatmal,2.6,1.6,3.3,2.2,4.3,5.9
3_27_510_0,2011,Urban,3,India,27,Maharashtra,510,Yavatmal,5.300000000000001,2.5,5.7,2.2,3.2,6.9
3_27_511_0,2011,Rural,3,India,27,Maharashtra,511,Nanded,2.6,1.4,3.5,2.4,3.4,6.300000000000001
3_27_511_0,2011,Total,3,India,27,Maharashtra,511,Nanded,3.6,1.8,4.9,2.4,5.4,7.4
3_27_511_0,2011,Urban,3,India,27,Maharashtra,511,Nanded,7.300000000000001,5.2,7.7,2,6.9,8.200000000000001
3_27_512_0,2011,Rural,3,India,27,Maharashtra,512,Hingoli,1.6,.8,2.5,2,3.4,4.5
3_27_512_0,2011,Total,3,India,27,Maharashtra,512,Hingoli,2.2,1,3.2,2,3.2,5.9
3_27_512_0,2011,Urban,3,India,27,Maharashtra,512,Hingoli,4.7,2.5,5.600000000000001,1.3,2.7,7.100000000000001
3_27_513_0,2011,Rural,3,India,27,Maharashtra,513,Parbhani,2.4,1.2,3.4,2.6,4.5,4.3
3_27_513_0,2011,Total,3,India,27,Maharashtra,513,Parbhani,3.8,1.3,5.100000000000001,2.6,4.5,8
3_27_513_0,2011,Urban,3,India,27,Maharashtra,513,Parbhani,6.9,2.1,7.4,6.4,4.5,9.800000000000001
3_27_514_0,2011,Rural,3,India,27,Maharashtra,514,Jalna,2.7,2.1,3.1,2.7,4,7.300000000000001
3_27_514_0,2011,Total,3,India,27,Maharashtra,514,Jalna,3.4,2.3,4.100000000000001,2.8,4.600000000000001,7.300000000000001
3_27_514_0,2011,Urban,3,India,27,Maharashtra,514,Jalna,6.600000000000001,8.300000000000001,6.600000000000001,23,4.9,7.300000000000001
3_27_515_0,2011,Rural,3,India,27,Maharashtra,515,Aurangabad,3.2,2.5,3.7,3,4.4,11.1
3_27_515_0,2011,Total,3,India,27,Maharashtra,515,Aurangabad,4.5,3.3,5,3,5.100000000000001,6.9
3_27_515_0,2011,Urban,3,India,27,Maharashtra,515,Aurangabad,6.100000000000001,5.300000000000001,6.4,2.3,5.600000000000001,6.5
3_27_516_0,2011,Rural,3,India,27,Maharashtra,516,Nashik,4.800000000000001,3.2,6,2,4.100000000000001,13.7
3_27_516_0,2011,Total,3,India,27,Maharashtra,516,Nashik,6.800000000000001,3.9,7.800000000000001,2,8.1,11.2
3_27_516_0,2011,Urban,3,India,27,Maharashtra,516,Nashik,9,6.9,9.300000000000001,1.9,9.4,9.200000000000001
3_27_517_0,2011,Rural,3,India,27,Maharashtra,517,Thane,4.2,2.1,4.5,2.5,5.100000000000001,5.300000000000001
3_27_517_0,2011,Total,3,India,27,Maharashtra,517,Thane,8.800000000000001,6.2,9.4,2.5,7.9,10.3
3_27_517_0,2011,Urban,3,India,27,Maharashtra,517,Thane,9.600000000000001,6.7,10.4,3.5,8.5,10.7
3_27_518_0,2011,Rural,3,India,27,Maharashtra,518,Mumbai Suburban,,,,,,
3_27_518_0,2011,Total,3,India,27,Maharashtra,518,Mumbai Suburban,9.9,7.800000000000001,10.6,3,8.800000000000001,10.5
3_27_518_0,2011,Urban,3,India,27,Maharashtra,518,Mumbai Suburban,9.9,7.800000000000001,10.6,3,8.800000000000001,10.5
3_27_519_0,2011,Rural,3,India,27,Maharashtra,519,Mumbai,,,,,,
3_27_519_0,2011,Total,3,India,27,Maharashtra,519,Mumbai,9.9,7.800000000000001,10.6,3,8.800000000000001,10.5
3_27_519_0,2011,Urban,3,India,27,Maharashtra,519,Mumbai,9.9,7.800000000000001,10.6,3,8.800000000000001,10.5
3_27_520_0,2011,Rural,3,India,27,Maharashtra,520,Raigarh,4.100000000000001,2.4,4.600000000000001,2.1,6.7,4.7
3_27_520_0,2011,Total,3,India,27,Maharashtra,520,Raigarh,6,4,6.5,2.1,6.800000000000001,8.1
3_27_520_0,2011,Urban,3,India,27,Maharashtra,520,Raigarh,9.300000000000001,8.5,9.4,,6.9,10.8
3_27_521_0,2011,Rural,3,India,27,Maharashtra,521,Pune,5.100000000000001,1.8,6.2,2.5,7.800000000000001,6.9
3_27_521_0,2011,Total,3,India,27,Maharashtra,521,Pune,10.5,7.300000000000001,11.5,2.5,12.6,12
3_27_521_0,2011,Urban,3,India,27,Maharashtra,521,Pune,13.6,10.5,14.6,,16,12.8
3_27_522_0,2011,Rural,3,India,27,Maharashtra,522,Ahmadnagar,3.8,2.8,4.2,3.1,5,6.800000000000001
3_27_522_0,2011,Total,3,India,27,Maharashtra,522,Ahmadnagar,4.3,3,4.7,3.1,5.5,6.9
3_27_522_0,2011,Urban,3,India,27,Maharashtra,522,Ahmadnagar,6.7,4.9,6.9,1.6,6.5,7.2
3_27_523_0,2011,Rural,3,India,27,Maharashtra,523,Bid,3.5,2.7,4.2,2.6,4.100000000000001,10.7
3_27_523_0,2011,Total,3,India,27,Maharashtra,523,Bid,5,2.8,6.4,2.6,6.5,10.6
3_27_523_0,2011,Urban,3,India,27,Maharashtra,523,Bid,10.3,4.3,12.1,2.1,16.3,10.6
3_27_524_0,2011,Rural,3,India,27,Maharashtra,524,Latur,2.7,1.6,3.5,2.4,3.6,6.5
3_27_524_0,2011,Total,3,India,27,Maharashtra,524,Latur,3.9,1.7,5.2,2.4,5.800000000000001,7.4
3_27_524_0,2011,Urban,3,India,27,Maharashtra,524,Latur,7.100000000000001,1.7,9,1.9,6.9,7.9
3_27_525_0,2011,Rural,3,India,27,Maharashtra,525,Osmanabad,2.3,1.1,3.1,2.3,4.4,6.9
3_27_525_0,2011,Total,3,India,27,Maharashtra,525,Osmanabad,2.4,1.1,3.1,2.3,4.3,5.9
3_27_525_0,2011,Urban,3,India,27,Maharashtra,525,Osmanabad,3.7,2.5,3.9,,3.9,4.600000000000001
3_27_526_0,2011,Rural,3,India,27,Maharashtra,526,Solapur,2.8,1.5,3.3,3,5.100000000000001,5.300000000000001
3_27_526_0,2011,Total,3,India,27,Maharashtra,526,Solapur,3.8,2.5,4.4,3,4.5,8.9
3_27_526_0,2011,Urban,3,India,27,Maharashtra,526,Solapur,6.4,4.3,7.600000000000001,1.8,3.8,10.4
3_27_527_0,2011,Rural,3,India,27,Maharashtra,527,Satara,3.2,1.8,3.9,2.6,3.6,6.5
3_27_527_0,2011,Total,3,India,27,Maharashtra,527,Satara,3.8,1.8,4.800000000000001,2.6,4,7.100000000000001
3_27_527_0,2011,Urban,3,India,27,Maharashtra,527,Satara,8.1,1.7,10.6,,8.800000000000001,8
3_27_528_0,2011,Rural,3,India,27,Maharashtra,528,Ratnagiri,4.7,3.1,5.300000000000001,2.9,4,7.2
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,5,3.2,5.600000000000001,2.9,4.3,6.9
3_27_528_0,2011,Urban,3,India,27,Maharashtra,528,Ratnagiri,6.2,3.8,6.800000000000001,,5.9,5.9
3_27_529_0,2011,Rural,3,India,27,Maharashtra,529,Sindhudurg,3.5,3.4,3.6,1.9,2.6,6.600000000000001
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,3.7,3.4,4,2,2.7,6.7
3_27_529_0,2011,Urban,3,India,27,Maharashtra,529,Sindhudurg,6.4,3.6,6.800000000000001,2.7,5.7,7.300000000000001
3_27_530_0,2011,Rural,3,India,27,Maharashtra,530,Kolhapur,4,1.5,4.800000000000001,2.6,7,11.2
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,4.2,1.6,5,2.7,6.5,5
3_27_530_0,2011,Urban,3,India,27,Maharashtra,530,Kolhapur,4.800000000000001,1.9,5.4,7.800000000000001,6.100000000000001,3
3_27_531_0,2011,Rural,3,India,27,Maharashtra,531,Sangli,2.9,1.3,3.7,2.4,7,7
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,3.2,1.6,4,2.4,5.300000000000001,5.600000000000001
3_27_531_0,2011,Urban,3,India,27,Maharashtra,531,Sangli,4.4,3.4,4.600000000000001,,4.600000000000001,4.100000000000001
3_28_532_0,2011,Rural,3,India,28,Andhra Pradesh,532,Adilabad,3.2,2,5.100000000000001,3.1,3.6,7.7
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,5.800000000000001,2.1,9.200000000000001,3.1,12.1,7.5
3_28_532_0,2011,Urban,3,India,28,Andhra Pradesh,532,Adilabad,13.3,4.100000000000001,14,,16,7.4
3_28_533_0,2011,Rural,3,India,28,Andhra Pradesh,533,Nizamabad,2.6,2.3,2.9,2.6,2.8,3.2
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,2.9,2.3,3.3,2.6,2.6,4.100000000000001
3_28_533_0,2011,Urban,3,India,28,Andhra Pradesh,533,Nizamabad,4.2,2,4.600000000000001,2.1,2.3,5.600000000000001
3_28_534_0,2011,Rural,3,India,28,Andhra Pradesh,534,Karimnagar,3.3,2.3,4.2,3,3.4,5.5
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,4,2.4,5,3,5.7,5.9
3_28_534_0,2011,Urban,3,India,28,Andhra Pradesh,534,Karimnagar,6.7,3.2,7.100000000000001,5.4,6.800000000000001,6.600000000000001
3_28_535_0,2011,Rural,3,India,28,Andhra Pradesh,535,Medak,3.3,2.1,4.2,2.8,5.9,4.2
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,3.6,2.3,4.5,2.8,5.5,5.5
3_28_535_0,2011,Urban,3,India,28,Andhra Pradesh,535,Medak,5.9,4.3,6.5,2.8,4.4,10
3_28_536_0,2011,Rural,3,India,28,Andhra Pradesh,536,Hyderabad,,,,,,
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,8.1,5.300000000000001,8.700000000000001,3.9,6.600000000000001,8.700000000000001
3_28_536_0,2011,Urban,3,India,28,Andhra Pradesh,536,Hyderabad,8.1,5.300000000000001,8.700000000000001,3.9,6.600000000000001,8.700000000000001
3_28_537_0,2011,Rural,3,India,28,Andhra Pradesh,537,Rangareddy,3.6,2.7,4,2.5,5.2,4.4
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,4,2.8,4.5,2.5,5.4,5
3_28_537_0,2011,Urban,3,India,28,Andhra Pradesh,537,Rangareddy,7.100000000000001,4.4,7.7,2.8,7.300000000000001,7.5
3_28_538_0,2011,Rural,3,India,28,Andhra Pradesh,538,Mahbubnagar,2.9,2.4,3.3,3,3,4.9
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,3.3,2.5,3.9,3,3.5,7
3_28_538_0,2011,Urban,3,India,28,Andhra Pradesh,538,Mahbubnagar,7.600000000000001,2.7,8.1,2.6,4.800000000000001,8.800000000000001
3_28_539_0,2011,Rural,3,India,28,Andhra Pradesh,539,Nalgonda,3.4,2.3,4.3,3.1,2.8,6
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,3.6,2.5,4.5,3.1,3.4,5.5
3_28_539_0,2011,Urban,3,India,28,Andhra Pradesh,539,Nalgonda,5.100000000000001,4,5.7,2.1,6.7,4.600000000000001
3_28_540_0,2011,Rural,3,India,28,Andhra Pradesh,540,Warangal,2.5,2,3,2.5,2.8,3.6
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,3,2.1,3.7,2.5,3.6,5
3_28_540_0,2011,Urban,3,India,28,Andhra Pradesh,540,Warangal,4.7,2.6,5.600000000000001,2,4.5,6
3_28_541_0,2011,Rural,3,India,28,Andhra Pradesh,541,Khammam,3,2.3,3.6,2.8,3.4,5.5
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,4,2.3,5.2,2.8,6.9,5.600000000000001
3_28_541_0,2011,Urban,3,India,28,Andhra Pradesh,541,Khammam,9.4,2.6,11.3,,13,5.7
3_28_542_0,2011,Rural,3,India,28,Andhra Pradesh,542,Srikakulam,2.6,2.1,3,2.9,3.1,4.9
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,2.8,2.3,3.2,2.9,3.2,5.4
3_28_542_0,2011,Urban,3,India,28,Andhra Pradesh,542,Srikakulam,6.2,7.9,5.600000000000001,1.7,4.800000000000001,7.5
3_28_543_0,2011,Rural,3,India,28,Andhra Pradesh,543,Vizianagaram,2,1.2,2.6,2.4,2.4,4
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,3.3,1.5,4.3,2.4,2.4,7.800000000000001
3_28_543_0,2011,Urban,3,India,28,Andhra Pradesh,543,Vizianagaram,7.600000000000001,2.7,9.800000000000001,2.2,3,9.4
3_28_544_0,2011,Rural,3,India,28,Andhra Pradesh,544,Visakhapatnam,2,1.7,2.3,2,2.3,3.5
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,5.2,2.2,6.4,2,4.600000000000001,7.4
3_28_544_0,2011,Urban,3,India,28,Andhra Pradesh,544,Visakhapatnam,7.800000000000001,3.6,8.5,2.1,7.600000000000001,7.9
3_28_545_0,2011,Rural,3,India,28,Andhra Pradesh,545,East Godavari,3.1,2.3,3.4,3.6,3.2,4.2
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,3.6,2.6,4.100000000000001,3.6,3.5,5.2
3_28_545_0,2011,Urban,3,India,28,Andhra Pradesh,545,East Godavari,5.9,4,6.4,4.3,5.100000000000001,6.100000000000001
3_28_546_0,2011,Rural,3,India,28,Andhra Pradesh,546,West Godavari,2.8,2,3.1,2.9,3.4,4.7
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,3.3,2.3,3.7,2.9,4,5.5
3_28_546_0,2011,Urban,3,India,28,Andhra Pradesh,546,West Godavari,6.2,3.6,7,2.6,6.100000000000001,6.9
3_28_547_0,2011,Rural,3,India,28,Andhra Pradesh,547,Krishna,3,2,3.7,3,6.2,4.7
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,3.6,2,4.4,3,5.7,5.600000000000001
3_28_547_0,2011,Urban,3,India,28,Andhra Pradesh,547,Krishna,5.5,2.5,6.100000000000001,3.3,4.7,5.9
3_28_548_0,2011,Rural,3,India,28,Andhra Pradesh,548,Guntur,2.9,1.9,3.6,2.8,3.8,4.2
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,4,2.6,5,3.6,4.100000000000001,6.600000000000001
3_28_548_0,2011,Urban,3,India,28,Andhra Pradesh,548,Guntur,8.200000000000001,6.600000000000001,8.700000000000001,12.4,5.2,8.700000000000001
3_28_549_0,2011,Rural,3,India,28,Andhra Pradesh,549,Prakasam,3.6,2.8,4.2,3,4.7,9.800000000000001
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,3.8,2.9,4.4,3,4.7,8.800000000000001
3_28_549_0,2011,Urban,3,India,28,Andhra Pradesh,549,Prakasam,5.4,3.8,5.800000000000001,2.7,4.5,7.100000000000001
3_28_550_0,2011,Rural,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,4,2.6,4.800000000000001,3,5.800000000000001,5.300000000000001
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,4.7,2.7,5.7,3.1,5.7,7.4
3_28_550_0,2011,Urban,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,7.9,3.9,8.9,12.3,5.100000000000001,9.700000000000001
3_28_551_0,2011,Rural,3,India,28,Andhra Pradesh,551,Y.S.R.,2.6,1.7,3.2,2.5,4.2,4.600000000000001
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,3.7,2.3,4.3,2.5,4.4,6
3_28_551_0,2011,Urban,3,India,28,Andhra Pradesh,551,Y.S.R.,5.5,4.3,5.800000000000001,2.7,4.600000000000001,6.5
3_28_552_0,2011,Rural,3,India,28,Andhra Pradesh,552,Kurnool,2.5,1.8,3.2,2.2,3.3,5.7
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,2.9,1.8,3.8,2.2,3.4,6.5
3_28_552_0,2011,Urban,3,India,28,Andhra Pradesh,552,Kurnool,5.100000000000001,2.1,5.9,1.5,3.6,7.100000000000001
3_28_553_0,2011,Rural,3,India,28,Andhra Pradesh,553,Anantapur,1.7,1.3,2.1,2.1,2.2,4
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,2.2,1.5,2.7,2.1,2.5,4.4
3_28_553_0,2011,Urban,3,India,28,Andhra Pradesh,553,Anantapur,3.7,2.3,4.3,1.9,3.8,4.5
3_28_554_0,2011,Rural,3,India,28,Andhra Pradesh,554,Chittoor,3.6,3.2,3.9,2.6,3.9,6.5
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,4.600000000000001,3.4,5.2,2.7,4.600000000000001,7.600000000000001
3_28_554_0,2011,Urban,3,India,28,Andhra Pradesh,554,Chittoor,7.4,4.9,8,3.7,5.9,8.800000000000001
3_29_555_0,2011,Rural,3,India,29,Karnataka,555,Belgaum,2.5,1.7,3.5,2,3,3.4
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,3.1,1.8,4.3,2,3.7,4.2
3_29_555_0,2011,Urban,3,India,29,Karnataka,555,Belgaum,5.300000000000001,2.7,6.2,1.7,4.5,6
3_29_556_0,2011,Rural,3,India,29,Karnataka,556,Bagalkot,2.9,1.8,3.6,2.6,6.300000000000001,4.9
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,3.1,2,3.8,2.6,4.2,5.100000000000001
3_29_556_0,2011,Urban,3,India,29,Karnataka,556,Bagalkot,3.7,2.5,4.3,2.7,2.6,5.2
3_29_557_0,2011,Rural,3,India,29,Karnataka,557,Bijapur,3,2.1,3.5,2.6,4.4,3.6
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,3.7,2.4,4.3,2.6,4.5,5.4
3_29_557_0,2011,Urban,3,India,29,Karnataka,557,Bijapur,5.4,3.6,6,2.4,4.600000000000001,7
3_29_558_0,2011,Rural,3,India,29,Karnataka,558,Bidar,2.6,1.7,3.1,1.6,3.3,4.7
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,2.7,1.7,3.1,1.6,2.8,4.5
3_29_558_0,2011,Urban,3,India,29,Karnataka,558,Bidar,3.1,1.8,3.3,1.7,2.8,3.6
3_29_559_0,2011,Rural,3,India,29,Karnataka,559,Raichur,3.1,1.6,3.7,2.5,5.2,3.4
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,4,2.8,4.4,2.5,6,4.9
3_29_559_0,2011,Urban,3,India,29,Karnataka,559,Raichur,6.100000000000001,5.300000000000001,6.5,1.9,7.5,6.800000000000001
3_29_560_0,2011,Rural,3,India,29,Karnataka,560,Koppal,3.5,3.1,3.6,2.1,3.6,4.100000000000001
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,3.9,2.7,4.3,2,3.6,4.9
3_29_560_0,2011,Urban,3,India,29,Karnataka,560,Koppal,5.100000000000001,1.7,6.300000000000001,1.7,3.6,6.7
3_29_561_0,2011,Rural,3,India,29,Karnataka,561,Gadag,2.4,1.8,2.6,2.5,3.2,3.2
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,2.6,2.4,2.6,2.4,3.3,3.4
3_29_561_0,2011,Urban,3,India,29,Karnataka,561,Gadag,2.8,3,2.7,2.1,3.4,3.4
3_29_562_0,2011,Rural,3,India,29,Karnataka,562,Dharwad,2.8,2.3,3.1,2.2,2.7,3.4
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,6,3.9,7,2.1,3,8.700000000000001
3_29_562_0,2011,Urban,3,India,29,Karnataka,562,Dharwad,8.300000000000001,5.7,9.200000000000001,1.8,3.3,10.7
3_29_563_0,2011,Rural,3,India,29,Karnataka,563,Uttara Kannada,2.2,2.3,2.2,2.5,2.5,3.6
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,3.3,3,3.4,2.5,5,4.7
3_29_563_0,2011,Urban,3,India,29,Karnataka,563,Uttara Kannada,6.600000000000001,6.300000000000001,6.7,2.1,7.4,6.5
3_29_564_0,2011,Rural,3,India,29,Karnataka,564,Haveri,2,1.4,2.4,2.3,3.1,4.5
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,2.2,1.6,2.6,2.3,3.3,4.5
3_29_564_0,2011,Urban,3,India,29,Karnataka,564,Haveri,3.3,3.3,3.3,2.3,3.8,4.5
3_29_565_0,2011,Rural,3,India,29,Karnataka,565,Bellary,3.1,1.1,3.7,1.8,4.2,4.100000000000001
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,3.2,1.4,3.6,2.1,3.9,4.600000000000001
3_29_565_0,2011,Urban,3,India,29,Karnataka,565,Bellary,3.4,3.1,3.5,3.6,3.3,4.800000000000001
3_29_566_0,2011,Rural,3,India,29,Karnataka,566,Chitradurga,2.7,1.3,3.6,2.9,3,3.9
3_29_566_0,2011,Total,3,India,29,Karnataka,566,Chitradurga,3.7,2.1,4.5,2.9,3.2,5.5
3_29_566_0,2011,Urban,3,India,29,Karnataka,566,Chitradurga,6.800000000000001,9.200000000000001,6.4,,6.300000000000001,6.7
3_29_567_0,2011,Rural,3,India,29,Karnataka,567,Davanagere,2.7,2.1,2.9,3,3.3,5.100000000000001
3_29_567_0,2011,Total,3,India,29,Karnataka,567,Davanagere,3.1,2,3.4,3,3.7,4.3
3_29_567_0,2011,Urban,3,India,29,Karnataka,567,Davanagere,4.100000000000001,2,4.5,3.1,4.2,4
3_29_568_0,2011,Rural,3,India,29,Karnataka,568,Shimoga,3.8,3,4.100000000000001,3.8,5,10.5
3_29_568_0,2011,Total,3,India,29,Karnataka,568,Shimoga,4.600000000000001,3.1,5,3.8,6.9,11.1
3_29_568_0,2011,Urban,3,India,29,Karnataka,568,Shimoga,9,4.2,9.300000000000001,4.2,6.9,11.3
3_29_569_0,2011,Rural,3,India,29,Karnataka,569,Udupi,4.600000000000001,3.8,5,4.2,5.4,5
3_29_569_0,2011,Total,3,India,29,Karnataka,569,Udupi,4.600000000000001,3.7,5,4.2,5.300000000000001,5
3_29_569_0,2011,Urban,3,India,29,Karnataka,569,Udupi,4.4,3.4,4.600000000000001,4.9,4.600000000000001,4.7
3_29_570_0,2011,Rural,3,India,29,Karnataka,570,Chikmagalur,3.7,2.8,4,3.6,5.2,9.800000000000001
3_29_570_0,2011,Total,3,India,29,Karnataka,570,Chikmagalur,4,2.7,4.3,3.6,5.800000000000001,8.700000000000001
3_29_570_0,2011,Urban,3,India,29,Karnataka,570,Chikmagalur,7.2,2.3,7.9,4.3,6.5,7.600000000000001
3_29_571_0,2011,Rural,3,India,29,Karnataka,571,Tumkur,2.6,1.7,2.9,2.9,4.5,5.300000000000001
3_29_571_0,2011,Total,3,India,29,Karnataka,571,Tumkur,2.9,1.9,3.3,2.9,4.800000000000001,5.7
3_29_571_0,2011,Urban,3,India,29,Karnataka,571,Tumkur,5.9,4.5,6.5,,5.800000000000001,6.2
3_29_572_0,2011,Rural,3,India,29,Karnataka,572,Bangalore,4.4,2.9,4.600000000000001,2.9,5.4,5.7
3_29_572_0,2011,Total,3,India,29,Karnataka,572,Bangalore,10.5,8.9,11,3.6,7.9,12.2
3_29_572_0,2011,Urban,3,India,29,Karnataka,572,Bangalore,11,9.1,11.7,8.300000000000001,8.4,12.4
3_29_573_0,2011,Rural,3,India,29,Karnataka,573,Mandya,2.7,1.9,3,3.1,2.8,3.8
3_29_573_0,2011,Total,3,India,29,Karnataka,573,Mandya,3.5,2.6,3.8,3.1,3.5,6.7
3_29_573_0,2011,Urban,3,India,29,Karnataka,573,Mandya,6.9,4.800000000000001,7.9,2.9,4.800000000000001,11.8
3_29_574_0,2011,Rural,3,India,29,Karnataka,574,Hassan,3.6,2.2,4,3.6,5.300000000000001,9.300000000000001
3_29_574_0,2011,Total,3,India,29,Karnataka,574,Hassan,4.4,2.4,4.9,3.6,5,12.9
3_29_574_0,2011,Urban,3,India,29,Karnataka,574,Hassan,12.5,12.2,12.5,,4.7,14.2
3_29_575_0,2011,Rural,3,India,29,Karnataka,575,Dakshina Kannada,4.4,3.5,4.5,4.100000000000001,5,4.800000000000001
3_29_575_0,2011,Total,3,India,29,Karnataka,575,Dakshina Kannada,6.100000000000001,5.7,6.2,4.2,5.4,8.1
3_29_575_0,2011,Urban,3,India,29,Karnataka,575,Dakshina Kannada,10.1,8.5,10.6,6.4,6.7,12.1
