id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,anc,cond,fam_pln
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,62.3,3.5,48.7
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,,,
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,63.5,1.9,42.1
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,63.8,1.9,42.2
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,,,
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,47.5,1.5,47.1
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,50.5,1.6,46.40000000000001
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,,,
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,44.1,1,35.1
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,48.8,2.5,37.5
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,,,
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,41.2,1.1,34.8
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,41.8,1.2,34.4
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,,,
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,57.5,1.9,42.2
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,67.40000000000001,3.8,44.90000000000001
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,,,
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,61.8,2.5,53.40000000000001
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,63.3,2.8,53
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,,,
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,49.6,1.2,38
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,54.7,1.5,38.90000000000001
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,,,
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,39.90000000000001,.1,29.2
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,44.5,.5,32.7
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,,,
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,32.3,.3,25.6
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,34.3,.4,25.6
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,,,
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,49.8,.7000000000000001,25.6
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,50.8,.8,27.1
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,,,
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,58.8,1.1,32.3
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,60.6,1.1,33.3
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,,,
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,50,.2,34.6
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,48.3,.3,37.2
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,,,
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,51.5,.2,31.7
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,52.6,.4,31.6
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,,,
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,47,.6000000000000001,28.8
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,48.1,.6000000000000001,29
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,,,
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,46.40000000000001,.6000000000000001,31.5
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,49,.6000000000000001,36
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,,,
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,65,0,31.6
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,65.8,.3,33.4
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,,,
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,39.6,.3,35.1
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,44.90000000000001,.5,36.6
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,,,
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,34.4,.3,32.4
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,34.9,.5,33.2
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,,,
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,32.1,.5,35.5
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,42.2,2,39.7
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,,,
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,26.7,1.2,40.7
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,28,1.5,41.6
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,,,
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,29.5,1.1,36.3
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,30.9,1.2,36.6
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,,,
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,49.8,.7000000000000001,49.7
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,53,.9,52
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,,,
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,30.7,.7000000000000001,37.2
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,41.90000000000001,1.6,42.2
3_22_404_0,2011,Urban,3,India,22,Chhattisgarh,404,Korba,,,
3_22_405_0,2011,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,43.6,1,51
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,45.90000000000001,1,50.2
3_22_405_0,2011,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,,,
3_22_406_0,2011,Rural,3,India,22,Chhattisgarh,406,Bilaspur,46.2,.8,41.5
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,51.7,1.7,44.1
3_22_406_0,2011,Urban,3,India,22,Chhattisgarh,406,Bilaspur,,,
3_22_407_0,2011,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,47.3,.4,50.90000000000001
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,49,.5,51.3
3_22_407_0,2011,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,,,
3_22_408_0,2011,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,62.1,.6000000000000001,55.8
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,65.40000000000001,1.2,55.40000000000001
3_22_408_0,2011,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,,,
3_22_409_0,2011,Rural,3,India,22,Chhattisgarh,409,Durg,61.90000000000001,.6000000000000001,62.5
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,68.40000000000001,2.9,63
3_22_409_0,2011,Urban,3,India,22,Chhattisgarh,409,Durg,,,
3_22_410_0,2011,Rural,3,India,22,Chhattisgarh,410,Raipur,47.40000000000001,1.3,48.90000000000001
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,55,3.1,52.1
3_22_410_0,2011,Urban,3,India,22,Chhattisgarh,410,Raipur,,,
3_22_411_0,2011,Rural,3,India,22,Chhattisgarh,411,Mahasamund,61.2,.6000000000000001,54.6
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,64.2,.7000000000000001,55
3_22_411_0,2011,Urban,3,India,22,Chhattisgarh,411,Mahasamund,,,
3_22_412_0,2011,Rural,3,India,22,Chhattisgarh,412,Dhamtari,68.3,.6000000000000001,64.90000000000001
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,72.40000000000001,1.3,65.3
3_22_412_0,2011,Urban,3,India,22,Chhattisgarh,412,Dhamtari,,,
3_22_413_0,2011,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,61.1,.2,50.3
3_22_413_0,2011,Total,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,62.6,.7000000000000001,50.90000000000001
3_22_413_0,2011,Urban,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,,,
3_22_414_0,2011,Rural,3,India,22,Chhattisgarh,414,Bastar,49.5,.4,40.40000000000001
3_22_414_0,2011,Total,3,India,22,Chhattisgarh,414,Bastar,52.3,.7000000000000001,41.1
3_22_414_0,2011,Urban,3,India,22,Chhattisgarh,414,Bastar,,,
3_22_415_0,2011,Rural,3,India,22,Chhattisgarh,415,Narayanpur,49.5,.4,40.40000000000001
3_22_415_0,2011,Total,3,India,22,Chhattisgarh,415,Narayanpur,52.3,.7000000000000001,41.1
3_22_415_0,2011,Urban,3,India,22,Chhattisgarh,415,Narayanpur,,,
3_22_416_0,2011,Rural,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,52.8,.6000000000000001,32.9
3_22_416_0,2011,Total,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,55.8,1.6,36.5
3_22_416_0,2011,Urban,3,India,22,Chhattisgarh,416,Dakshin Bastar Dantewada,,,
3_22_417_0,2011,Rural,3,India,22,Chhattisgarh,417,Bijapur,60.1,.7000000000000001,59.1
3_22_417_0,2011,Total,3,India,22,Chhattisgarh,417,Bijapur,65.2,1.2,57.3
3_22_417_0,2011,Urban,3,India,22,Chhattisgarh,417,Bijapur,,,
3_23_418_0,2011,Rural,3,India,23,Madhya Pradesh,418,Sheopur,12.7,1.3,39.90000000000001
3_23_418_0,2011,Total,3,India,23,Madhya Pradesh,418,Sheopur,14.4,2.2,41.1
3_23_418_0,2011,Urban,3,India,23,Madhya Pradesh,418,Sheopur,,,
3_23_419_0,2011,Rural,3,India,23,Madhya Pradesh,419,Morena,5.600000000000001,3.4,48.8
3_23_419_0,2011,Total,3,India,23,Madhya Pradesh,419,Morena,12.5,5.5,48
3_23_419_0,2011,Urban,3,India,23,Madhya Pradesh,419,Morena,,,
3_23_420_0,2011,Rural,3,India,23,Madhya Pradesh,420,Bhind,15,5,50.7
3_23_420_0,2011,Total,3,India,23,Madhya Pradesh,420,Bhind,18.6,6.600000000000001,50.3
3_23_420_0,2011,Urban,3,India,23,Madhya Pradesh,420,Bhind,,,
3_23_421_0,2011,Rural,3,India,23,Madhya Pradesh,421,Gwalior,15.9,5.100000000000001,51.3
3_23_421_0,2011,Total,3,India,23,Madhya Pradesh,421,Gwalior,25.8,7.7,51.7
3_23_421_0,2011,Urban,3,India,23,Madhya Pradesh,421,Gwalior,,,
3_23_422_0,2011,Rural,3,India,23,Madhya Pradesh,422,Datia,23,4.5,58.2
3_23_422_0,2011,Total,3,India,23,Madhya Pradesh,422,Datia,24.8,5.100000000000001,56.6
3_23_422_0,2011,Urban,3,India,23,Madhya Pradesh,422,Datia,,,
3_23_423_0,2011,Rural,3,India,23,Madhya Pradesh,423,Shivpuri,10.8,4.4,47.3
3_23_423_0,2011,Total,3,India,23,Madhya Pradesh,423,Shivpuri,14.3,6,47.6
3_23_423_0,2011,Urban,3,India,23,Madhya Pradesh,423,Shivpuri,,,
3_23_424_0,2011,Rural,3,India,23,Madhya Pradesh,424,Tikamgarh,17.8,2.8,54.8
3_23_424_0,2011,Total,3,India,23,Madhya Pradesh,424,Tikamgarh,21.6,4.2,55.40000000000001
3_23_424_0,2011,Urban,3,India,23,Madhya Pradesh,424,Tikamgarh,,,
3_23_425_0,2011,Rural,3,India,23,Madhya Pradesh,425,Chhatarpur,24.1,2.6,42.6
3_23_425_0,2011,Total,3,India,23,Madhya Pradesh,425,Chhatarpur,29.2,3.9,44
3_23_425_0,2011,Urban,3,India,23,Madhya Pradesh,425,Chhatarpur,,,
3_23_426_0,2011,Rural,3,India,23,Madhya Pradesh,426,Panna,18.2,1.6,51.1
3_23_426_0,2011,Total,3,India,23,Madhya Pradesh,426,Panna,20,2.4,51.3
3_23_426_0,2011,Urban,3,India,23,Madhya Pradesh,426,Panna,,,
3_23_427_0,2011,Rural,3,India,23,Madhya Pradesh,427,Sagar,31.4,1.6,49.3
3_23_427_0,2011,Total,3,India,23,Madhya Pradesh,427,Sagar,40.3,3.3,51.2
3_23_427_0,2011,Urban,3,India,23,Madhya Pradesh,427,Sagar,,,
3_23_428_0,2011,Rural,3,India,23,Madhya Pradesh,428,Damoh,26.8,1.9,73
3_23_428_0,2011,Total,3,India,23,Madhya Pradesh,428,Damoh,35.8,2.5,68.7
3_23_428_0,2011,Urban,3,India,23,Madhya Pradesh,428,Damoh,,,
3_23_429_0,2011,Rural,3,India,23,Madhya Pradesh,429,Satna,23.7,1.1,47.3
3_23_429_0,2011,Total,3,India,23,Madhya Pradesh,429,Satna,28.6,2.7,48.1
3_23_429_0,2011,Urban,3,India,23,Madhya Pradesh,429,Satna,,,
3_23_430_0,2011,Rural,3,India,23,Madhya Pradesh,430,Rewa,22.5,1,44.40000000000001
3_23_430_0,2011,Total,3,India,23,Madhya Pradesh,430,Rewa,23.7,1.8,45.40000000000001
3_23_430_0,2011,Urban,3,India,23,Madhya Pradesh,430,Rewa,,,
3_23_431_0,2011,Rural,3,India,23,Madhya Pradesh,431,Umaria,25.9,.7000000000000001,44.6
3_23_431_0,2011,Total,3,India,23,Madhya Pradesh,431,Umaria,30.5,1.9,45.2
3_23_431_0,2011,Urban,3,India,23,Madhya Pradesh,431,Umaria,,,
3_23_432_0,2011,Rural,3,India,23,Madhya Pradesh,432,Neemuch,48.2,3.9,49.3
3_23_432_0,2011,Total,3,India,23,Madhya Pradesh,432,Neemuch,51.90000000000001,6.4,52.2
3_23_432_0,2011,Urban,3,India,23,Madhya Pradesh,432,Neemuch,,,
3_23_433_0,2011,Rural,3,India,23,Madhya Pradesh,433,Mandsaur,56,4.2,54.1
3_23_433_0,2011,Total,3,India,23,Madhya Pradesh,433,Mandsaur,57.5,6.2,56
3_23_433_0,2011,Urban,3,India,23,Madhya Pradesh,433,Mandsaur,,,
3_23_434_0,2011,Rural,3,India,23,Madhya Pradesh,434,Ratlam,45.6,.5,54.2
3_23_434_0,2011,Total,3,India,23,Madhya Pradesh,434,Ratlam,50.2,4.4,57.90000000000001
3_23_434_0,2011,Urban,3,India,23,Madhya Pradesh,434,Ratlam,,,
3_23_435_0,2011,Rural,3,India,23,Madhya Pradesh,435,Ujjain,58.8,1.3,64
3_23_435_0,2011,Total,3,India,23,Madhya Pradesh,435,Ujjain,65.8,9.300000000000001,63.90000000000001
3_23_435_0,2011,Urban,3,India,23,Madhya Pradesh,435,Ujjain,,,
3_23_436_0,2011,Rural,3,India,23,Madhya Pradesh,436,Shajapur,55,2.9,55.8
3_23_436_0,2011,Total,3,India,23,Madhya Pradesh,436,Shajapur,56.1,5.600000000000001,57.40000000000001
3_23_436_0,2011,Urban,3,India,23,Madhya Pradesh,436,Shajapur,,,
3_23_437_0,2011,Rural,3,India,23,Madhya Pradesh,437,Dewas,45.6,3.3,64.2
3_23_437_0,2011,Total,3,India,23,Madhya Pradesh,437,Dewas,53.40000000000001,4.800000000000001,65.7
3_23_437_0,2011,Urban,3,India,23,Madhya Pradesh,437,Dewas,,,
3_23_438_0,2011,Rural,3,India,23,Madhya Pradesh,438,Dhar,30.8,1.5,56.90000000000001
3_23_438_0,2011,Total,3,India,23,Madhya Pradesh,438,Dhar,37.3,3.9,58.5
3_23_438_0,2011,Urban,3,India,23,Madhya Pradesh,438,Dhar,,,
3_23_439_0,2011,Rural,3,India,23,Madhya Pradesh,439,Indore,37.6,4.800000000000001,64
3_23_439_0,2011,Total,3,India,23,Madhya Pradesh,439,Indore,67.8,10,62.7
3_23_439_0,2011,Urban,3,India,23,Madhya Pradesh,439,Indore,,,
3_23_440_0,2011,Rural,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),34.8,3,66.2
3_23_440_0,2011,Total,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),38.2,3.8,66.60000000000001
3_23_440_0,2011,Urban,3,India,23,Madhya Pradesh,440,Khargone (West Nimar),,,
3_23_441_0,2011,Rural,3,India,23,Madhya Pradesh,441,Barwani,16.9,.5,45.6
3_23_441_0,2011,Total,3,India,23,Madhya Pradesh,441,Barwani,21.6,1.4,47.5
3_23_441_0,2011,Urban,3,India,23,Madhya Pradesh,441,Barwani,,,
3_23_442_0,2011,Rural,3,India,23,Madhya Pradesh,442,Rajgarh,40.3,2.1,44.8
3_23_442_0,2011,Total,3,India,23,Madhya Pradesh,442,Rajgarh,42,4.4,46.1
3_23_442_0,2011,Urban,3,India,23,Madhya Pradesh,442,Rajgarh,,,
3_23_443_0,2011,Rural,3,India,23,Madhya Pradesh,443,Vidisha,26.4,4.5,51
3_23_443_0,2011,Total,3,India,23,Madhya Pradesh,443,Vidisha,33.6,9.600000000000001,54.5
3_23_443_0,2011,Urban,3,India,23,Madhya Pradesh,443,Vidisha,,,
3_23_444_0,2011,Rural,3,India,23,Madhya Pradesh,444,Bhopal,21.9,6.4,47.40000000000001
3_23_444_0,2011,Total,3,India,23,Madhya Pradesh,444,Bhopal,59.40000000000001,12.5,57.5
3_23_444_0,2011,Urban,3,India,23,Madhya Pradesh,444,Bhopal,,,
3_23_445_0,2011,Rural,3,India,23,Madhya Pradesh,445,Sehore,38.90000000000001,2.8,60.40000000000001
3_23_445_0,2011,Total,3,India,23,Madhya Pradesh,445,Sehore,45,5.600000000000001,60.8
3_23_445_0,2011,Urban,3,India,23,Madhya Pradesh,445,Sehore,,,
3_23_446_0,2011,Rural,3,India,23,Madhya Pradesh,446,Raisen,23.2,2.9,50.6
3_23_446_0,2011,Total,3,India,23,Madhya Pradesh,446,Raisen,25.9,5,51.6
3_23_446_0,2011,Urban,3,India,23,Madhya Pradesh,446,Raisen,,,
3_23_447_0,2011,Rural,3,India,23,Madhya Pradesh,447,Betul,35.7,1.3,61
3_23_447_0,2011,Total,3,India,23,Madhya Pradesh,447,Betul,43.2,2.3,62.7
3_23_447_0,2011,Urban,3,India,23,Madhya Pradesh,447,Betul,,,
3_23_448_0,2011,Rural,3,India,23,Madhya Pradesh,448,Harda,36.5,3.2,59.40000000000001
3_23_448_0,2011,Total,3,India,23,Madhya Pradesh,448,Harda,42,6.100000000000001,61.1
3_23_448_0,2011,Urban,3,India,23,Madhya Pradesh,448,Harda,,,
3_23_449_0,2011,Rural,3,India,23,Madhya Pradesh,449,Hoshangabad,36.2,2.3,60.5
3_23_449_0,2011,Total,3,India,23,Madhya Pradesh,449,Hoshangabad,45.6,6,63.90000000000001
3_23_449_0,2011,Urban,3,India,23,Madhya Pradesh,449,Hoshangabad,,,
3_23_450_0,2011,Rural,3,India,23,Madhya Pradesh,450,Katni,14.9,1.7,52.1
3_23_450_0,2011,Total,3,India,23,Madhya Pradesh,450,Katni,19.7,2.2,51.2
3_23_450_0,2011,Urban,3,India,23,Madhya Pradesh,450,Katni,,,
3_23_451_0,2011,Rural,3,India,23,Madhya Pradesh,451,Jabalpur,43.5,1.4,69.90000000000001
3_23_451_0,2011,Total,3,India,23,Madhya Pradesh,451,Jabalpur,61.1,3.8,65.8
3_23_451_0,2011,Urban,3,India,23,Madhya Pradesh,451,Jabalpur,,,
3_23_452_0,2011,Rural,3,India,23,Madhya Pradesh,452,Narsimhapur,44.6,2.4,67.8
3_23_452_0,2011,Total,3,India,23,Madhya Pradesh,452,Narsimhapur,50.40000000000001,3.1,65.90000000000001
3_23_452_0,2011,Urban,3,India,23,Madhya Pradesh,452,Narsimhapur,,,
3_23_453_0,2011,Rural,3,India,23,Madhya Pradesh,453,Dindori,16.6,.3,54.3
3_23_453_0,2011,Total,3,India,23,Madhya Pradesh,453,Dindori,16.9,.6000000000000001,55.2
3_23_453_0,2011,Urban,3,India,23,Madhya Pradesh,453,Dindori,,,
3_23_454_0,2011,Rural,3,India,23,Madhya Pradesh,454,Mandla,23.9,.5,62.40000000000001
3_23_454_0,2011,Total,3,India,23,Madhya Pradesh,454,Mandla,28.4,1.3,62
3_23_454_0,2011,Urban,3,India,23,Madhya Pradesh,454,Mandla,,,
3_23_455_0,2011,Rural,3,India,23,Madhya Pradesh,455,Chhindwara,35.6,1,59.7
3_23_455_0,2011,Total,3,India,23,Madhya Pradesh,455,Chhindwara,44.3,2.1,58.8
3_23_455_0,2011,Urban,3,India,23,Madhya Pradesh,455,Chhindwara,,,
3_23_456_0,2011,Rural,3,India,23,Madhya Pradesh,456,Seoni,46.2,1.4,63.8
3_23_456_0,2011,Total,3,India,23,Madhya Pradesh,456,Seoni,48.40000000000001,1.9,62.8
3_23_456_0,2011,Urban,3,India,23,Madhya Pradesh,456,Seoni,,,
3_23_457_0,2011,Rural,3,India,23,Madhya Pradesh,457,Balaghat,60.8,1.5,57.3
3_23_457_0,2011,Total,3,India,23,Madhya Pradesh,457,Balaghat,64,2,58.2
3_23_457_0,2011,Urban,3,India,23,Madhya Pradesh,457,Balaghat,,,
3_23_458_0,2011,Rural,3,India,23,Madhya Pradesh,458,Guna,11.4,3.1,48
3_23_458_0,2011,Total,3,India,23,Madhya Pradesh,458,Guna,16.6,4.4,49.1
3_23_458_0,2011,Urban,3,India,23,Madhya Pradesh,458,Guna,,,
3_23_459_0,2011,Rural,3,India,23,Madhya Pradesh,459,Ashoknagar,11.4,3.1,48
3_23_459_0,2011,Total,3,India,23,Madhya Pradesh,459,Ashoknagar,16.6,4.4,49.1
3_23_459_0,2011,Urban,3,India,23,Madhya Pradesh,459,Ashoknagar,,,
3_23_460_0,2011,Rural,3,India,23,Madhya Pradesh,460,Shahdol,33.9,.5,45.3
3_23_460_0,2011,Total,3,India,23,Madhya Pradesh,460,Shahdol,42.3,1.3,47.3
3_23_460_0,2011,Urban,3,India,23,Madhya Pradesh,460,Shahdol,,,
3_23_461_0,2011,Rural,3,India,23,Madhya Pradesh,461,Anuppur,33.9,.5,45.3
3_23_461_0,2011,Total,3,India,23,Madhya Pradesh,461,Anuppur,42.3,1.3,47.3
3_23_461_0,2011,Urban,3,India,23,Madhya Pradesh,461,Anuppur,,,
3_23_462_0,2011,Rural,3,India,23,Madhya Pradesh,462,Sidhi,14.3,1.7,37.1
3_23_462_0,2011,Total,3,India,23,Madhya Pradesh,462,Sidhi,15.6,1.6,37.2
3_23_462_0,2011,Urban,3,India,23,Madhya Pradesh,462,Sidhi,,,
3_23_463_0,2011,Rural,3,India,23,Madhya Pradesh,463,Singrauli,14.3,1.7,37.1
3_23_463_0,2011,Total,3,India,23,Madhya Pradesh,463,Singrauli,15.6,1.6,37.2
3_23_463_0,2011,Urban,3,India,23,Madhya Pradesh,463,Singrauli,,,
3_23_464_0,2011,Rural,3,India,23,Madhya Pradesh,464,Jhabua,20.7,.1,39.6
3_23_464_0,2011,Total,3,India,23,Madhya Pradesh,464,Jhabua,23.5,.8,42
3_23_464_0,2011,Urban,3,India,23,Madhya Pradesh,464,Jhabua,,,
3_23_465_0,2011,Rural,3,India,23,Madhya Pradesh,465,Alirajpur,20.7,.1,39.6
3_23_465_0,2011,Total,3,India,23,Madhya Pradesh,465,Alirajpur,23.5,.8,42
3_23_465_0,2011,Urban,3,India,23,Madhya Pradesh,465,Alirajpur,,,
3_23_466_0,2011,Rural,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),21.7,3.1,61.7
3_23_466_0,2011,Total,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),27.2,4.3,62.7
3_23_466_0,2011,Urban,3,India,23,Madhya Pradesh,466,Khandwa (East Nimar),,,
3_23_467_0,2011,Rural,3,India,23,Madhya Pradesh,467,Burhanpur,21.7,3.1,61.7
3_23_467_0,2011,Total,3,India,23,Madhya Pradesh,467,Burhanpur,27.2,4.3,62.7
3_23_467_0,2011,Urban,3,India,23,Madhya Pradesh,467,Burhanpur,,,
3_24_468_0,2011,Rural,3,India,24,Gujarat,468,Kachchh,38.1,5.2,43.90000000000001
3_24_468_0,2011,Total,3,India,24,Gujarat,468,Kachchh,48.5,4.9,44.8
3_24_468_0,2011,Urban,3,India,24,Gujarat,468,Kachchh,,,
3_24_469_0,2011,Rural,3,India,24,Gujarat,469,Banas Kantha,28,2.3,47.6
3_24_469_0,2011,Total,3,India,24,Gujarat,469,Banas Kantha,28.7,3,48.40000000000001
3_24_469_0,2011,Urban,3,India,24,Gujarat,469,Banas Kantha,,,
3_24_470_0,2011,Rural,3,India,24,Gujarat,470,Patan,52.6,4.4,53.40000000000001
3_24_470_0,2011,Total,3,India,24,Gujarat,470,Patan,53.40000000000001,5.4,54.6
3_24_470_0,2011,Urban,3,India,24,Gujarat,470,Patan,,,
3_24_471_0,2011,Rural,3,India,24,Gujarat,471,Mahesana,53.7,6.5,59.6
3_24_471_0,2011,Total,3,India,24,Gujarat,471,Mahesana,59,7.300000000000001,57.8
3_24_471_0,2011,Urban,3,India,24,Gujarat,471,Mahesana,,,
3_24_472_0,2011,Rural,3,India,24,Gujarat,472,Sabar Kantha,44.6,4.100000000000001,49.5
3_24_472_0,2011,Total,3,India,24,Gujarat,472,Sabar Kantha,49.7,4.9,50
3_24_472_0,2011,Urban,3,India,24,Gujarat,472,Sabar Kantha,,,
3_24_473_0,2011,Rural,3,India,24,Gujarat,473,Gandhinagar,61.6,5.600000000000001,62.2
3_24_473_0,2011,Total,3,India,24,Gujarat,473,Gandhinagar,59.3,6.800000000000001,60
3_24_473_0,2011,Urban,3,India,24,Gujarat,473,Gandhinagar,,,
3_24_474_0,2011,Rural,3,India,24,Gujarat,474,Ahmadabad,30.6,3,57.5
3_24_474_0,2011,Total,3,India,24,Gujarat,474,Ahmadabad,67.3,6.300000000000001,53.40000000000001
3_24_474_0,2011,Urban,3,India,24,Gujarat,474,Ahmadabad,,,
3_24_475_0,2011,Rural,3,India,24,Gujarat,475,Surendranagar,31.6,5.2,58.2
3_24_475_0,2011,Total,3,India,24,Gujarat,475,Surendranagar,39,5.800000000000001,56.2
3_24_475_0,2011,Urban,3,India,24,Gujarat,475,Surendranagar,,,
3_24_476_0,2011,Rural,3,India,24,Gujarat,476,Rajkot,71.40000000000001,4.3,58.40000000000001
3_24_476_0,2011,Total,3,India,24,Gujarat,476,Rajkot,82.2,8.300000000000001,60.8
3_24_476_0,2011,Urban,3,India,24,Gujarat,476,Rajkot,,,
3_24_477_0,2011,Rural,3,India,24,Gujarat,477,Jamnagar,73.2,3.5,61.3
3_24_477_0,2011,Total,3,India,24,Gujarat,477,Jamnagar,75,5.800000000000001,61.7
3_24_477_0,2011,Urban,3,India,24,Gujarat,477,Jamnagar,,,
3_24_478_0,2011,Rural,3,India,24,Gujarat,478,Porbandar,65.3,4.800000000000001,58.40000000000001
3_24_478_0,2011,Total,3,India,24,Gujarat,478,Porbandar,71.3,5.100000000000001,54.5
3_24_478_0,2011,Urban,3,India,24,Gujarat,478,Porbandar,,,
3_24_479_0,2011,Rural,3,India,24,Gujarat,479,Junagadh,71.2,3.7,60.2
3_24_479_0,2011,Total,3,India,24,Gujarat,479,Junagadh,74.7,4.9,59.90000000000001
3_24_479_0,2011,Urban,3,India,24,Gujarat,479,Junagadh,,,
