id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,pc_exp,pov_nl,exp_sh_b40,pc_exp_r9010,pc_exp_gini,pc_exp_mld
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,29.2,10.6,29.8,2.1,16.4,.043
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,30.1,10.6,28.9,2.2,17.6,.05
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,43.3,10.7,24.2,3.7,25.3,.101
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,25.6,44.5,24.6,2.6,28.2,.136
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,28.1,40.5,23,3.2,30.2,.152
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,41.6,18.3,21.8,5.300000000000001,32.4,.171
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,52.8,2.6,21.9,3.4,30.6,.158
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,56.40000000000001,3.8,21.1,3.8,31.1,.159
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,62.1,5.600000000000001,20.3,4.100000000000001,31.3,.16
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,52.8,2.6,21.9,3.4,30.6,.158
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,56.40000000000001,3.8,21.1,3.8,31.1,.159
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,62.1,5.600000000000001,20.3,4.100000000000001,31.3,.16
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),38,0,30.8,1.9,14.7,.036
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),38,0,30.8,1.9,14.7,.036
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),38.90000000000001,.6000000000000001,29.9,2,15.6,.042
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),38.90000000000001,.6000000000000001,29.9,2,15.6,.042
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),46.8,6.600000000000001,28.2,2.6,21.5,.092
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),46.8,6.600000000000001,28.2,2.6,21.5,.092
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,31.7,21.1,27.3,3.3,21.6,.081
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,34.6,19.6,24.9,3.2,23.5,.095
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,50,11.8,25,5.9,25.4,.111
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,30.7,9.700000000000001,27.7,2.3,19.3,.063
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,32.1,9.200000000000001,27,2.4,21,.074
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,56,0,21.9,3.2,26.6,.118
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,32.3,6.2,28.7,2.4,18.6,.056
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,33.6,5.800000000000001,27.8,2.3,20.2,.066
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,52.6,0,21.9,3.5,28.9,.135
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,38.90000000000001,5.800000000000001,24.7,3.2,26.4,.111
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,39.90000000000001,5.800000000000001,23.4,3.3,27.3,.117
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,44.2,5.7,20.1,3.4,29.3,.142
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,31.9,7.4,28.2,2.2,18.1,.055
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,32.1,7.600000000000001,28.3,2.2,18.3,.056
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,33.1,9,29.2,2.1,18.5,.061
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,31.9,7.4,28.2,2.2,18.1,.055
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,32.1,7.600000000000001,28.3,2.2,18.3,.056
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,33.1,9,29.2,2.1,18.5,.061
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,22.1,23.9,25.5,2.8,23.6,.093
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,22.2,24.5,25.5,2.6,23.7,.094
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,23.8,37.6,26.3,2.8,23.7,.098
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,18.2,34.7,32.7,1.6,12.9,.035
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,18.6,35.2,31.9,1.6,13.9,.04
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,25.7,44.1,24.9,4,28.4,.135
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,19.9,24.9,29.9,1.9,16.2,.043
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,21.9,27.8,27.1,2.2,19.9,.066
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,30,39.5,21,4,30.2,.151
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,19.9,23.4,30.9,2,14.2,.032
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,20,24.5,30.8,2,14.5,.034
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,22.4,55.6,27.1,2.6,21.3,.076
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,19.4,40.8,26.6,2.6,21,.072
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,23.4,35.3,23.4,2.9,24.7,.101
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,43.8,6.7,26.5,3,25.1,.108
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,18.2,47.3,29.7,2,16.7,.045
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,18.6,47.1,29.1,2.1,17.2,.047
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,29,38.90000000000001,24.7,2.8,25.2,.1
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,15.7,69.40000000000001,31.3,2.2,14.5,.034
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,16.7,67.40000000000001,30,2.2,16.1,.043
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,25.9,47.8,25.9,3.1,25.6,.105
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,14.5,79.7,30.6,2.1,14.8,.037
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,14.9,78.7,29.9,2.1,15.5,.041
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,26.2,45.3,24.8,2.7,25.2,.1
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,25.5,38,22.5,2.9,32.7,.178
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,28.5,36.6,21.3,3.2,31.6,.162
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,31.2,35.4,21.8,3.6,30.1,.148
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,19.9,36.5,27.7,2.1,21.4,.081
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,24.6,31.6,24.2,2.8,24.2,.095
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,33.4,22.5,24.4,3,25.2,.101
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,20.8,48.90000000000001,25.7,2.3,22.9,.084
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,22.2,46.3,24.7,2.7,24,.091
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,44.5,6.2,26.9,1.9,19.3,.073
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,20,39.7,25.9,2.7,21.2,.07
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,31.2,37.3,20.2,3.6,31.3,.155
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,41.7,35.1,18.9,3.7,33.4,.181
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,19.6,35.6,27.8,2.3,19.8,.061
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,21.3,34.7,25.6,2.5,22.6,.082
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,43.8,24.1,18.9,5,34.4,.199
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,22.5,34.6,24.9,2.4,25.3,.11
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,23.1,34.7,24.3,2.4,26.3,.119
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,39,39.2,16.1,5.100000000000001,43.40000000000001,.321
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,19.9,33.9,28.5,2.2,18.1,.052
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,26.5,29.3,22.3,2.8,27.2,.131
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,50.40000000000001,12.5,21.4,3.5,34.7,.219
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,19.9,33.9,28.5,2.2,18.1,.052
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,26.5,29.3,22.3,2.8,27.2,.131
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,50.40000000000001,12.5,21.4,3.5,34.7,.219
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,19.6,56.2,26.8,2.4,25.1,.111
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,20,54.40000000000001,26.2,2.4,25,.109
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,28.9,16.2,27.5,2.2,19.3,.062
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,19.4,31.6,27.9,2.6,21.3,.075
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,20.3,32,26.7,2.6,22.4,.083
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,30,36.1,22.3,3.2,30.5,.149
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,20,45.1,26.3,2.4,22.3,.081
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,33.4,32,17.7,3.9,34.9,.193
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,53.90000000000001,12,18.3,5.4,34.1,.201
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,20,45.1,26.3,2.4,22.3,.081
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,33.4,32,17.7,3.9,34.9,.193
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,53.90000000000001,12,18.3,5.4,34.1,.201
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,20.9,22.6,30.4,1.8,19.3,.074
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,21.3,22.5,29.8,1.8,19.7,.075
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,30.4,19.2,24.5,2.9,23.4,.094
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,20.6,38.8,23.6,3.1,24.6,.095
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,21.4,38.2,23.5,3.1,25.1,.099
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,36.5,27.8,22.6,3,26.2,.126
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,17,58.3,25.8,3.2,22.8,.082
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,19,50.7,24.4,2.8,22.6,.082
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,28.6,14.4,29.2,2.3,17.1,.051
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,21.4,44.40000000000001,24.3,2.8,27.3,.119
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,24.7,40.40000000000001,21.6,3.6,29.8,.141
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,42.2,18.3,19.2,5.5,32.9,.181
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,18.7,40.90000000000001,26.7,2.7,22.5,.082
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,19.5,40.7,25.7,2.8,23.7,.09
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,31.1,38.3,19.3,3.7,31.6,.164
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,22.7,11.1,26.2,2.6,22.7,.082
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,32.6,14.7,18.8,4.3,36.4,.219
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,51.1,21.4,13.1,6.2,44.2,.353
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,22,52.2,20.1,5.100000000000001,35.9,.204
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,30.2,39.3,16.2,5.800000000000001,39.6,.25
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,46.90000000000001,13,20.2,6.800000000000001,38,.237
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,15.4,56,29,1.8,20.3,.081
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,15.9,54.8,28.2,2,21.1,.085
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,27.1,25.1,24,3.7,27.1,.119
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,19.2,39,25.1,3.5,24.6,.096
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,26,34.1,20.7,3.6,30.3,.147
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,37.3,25.8,20.4,3.7,31.9,.167
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,16.4,50.40000000000001,25.9,3,23.3,.086
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,18.3,47.3,23.4,3.2,26.5,.114
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,40.90000000000001,10.3,21.4,4.4,31.2,.164
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,14.8,62.2,29.3,2.2,17.8,.056
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,15.6,60.5,27.9,2.2,19.6,.069
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,34,19.9,23,3.9,29.9,.146
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,21.2,28.4,25.8,3,23.6,.089
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,24.8,23.4,23.4,2.9,25.9,.109
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,41.3,.8,27.4,2.2,24.4,.106
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,19.3,22.8,28.6,2.2,19.4,.064
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,20.2,23.9,27.5,2.4,21,.074
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,29.8,36.4,20.5,4.100000000000001,32.4,.165
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,21.9,7.4,30.5,2,17.5,.056
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,22.5,7.9,29.7,2,18.5,.063
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,35.4,17.6,22.7,3.4,32.7,.189
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,21.2,16.7,29,2.1,19,.058
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,22.6,16.1,27.1,2.4,21.1,.072
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,42.7,7.600000000000001,20.7,3.6,28,.132
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,21.2,14.5,29.3,2.1,18.8,.062
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,26.7,11.7,24,2.9,25.9,.112
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,45.6,2.2,20.7,3.3,31.3,.159
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,22.8,14.9,26.9,2.4,21.2,.074
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,23.3,15.5,26.1,2.6,22.1,.081
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,32.1,24.8,19.3,7.800000000000001,34.1,.203
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,24.1,2.1,30.6,2.1,17,.051
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,26.3,2.3,28,2.4,20.2,.069
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,55,4.3,25.3,3.2,24.2,.107
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,24.3,11.4,25.7,2.6,21.6,.074
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,27.2,10.1,23.8,2.9,23.8,.093
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,51.3,0,26.4,2,24.1,.103
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,19.4,39.1,25.1,2.8,22.5,.079
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,20.5,38.8,24.1,2.9,24.4,.094
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,38.6,33.4,17.6,5.4,34.8,.204
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,21.6,24,26.3,2.8,22.4,.08
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,35.5,15.5,18.5,4.4,34.7,.189
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,53.40000000000001,4.7,17.8,4.800000000000001,34.3,.195
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,20.2,29.8,26.2,2.8,22.3,.08
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,21.5,24.9,26.7,2.6,22.3,.084
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,25.9,7.4,28.4,1.6,21.6,.1
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,23.4,18.9,25,2.8,25.4,.104
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,23.7,22,25.2,2.8,25.3,.102
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,25.1,37.6,26.3,2.9,23.3,.085
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,15.6,56,22.6,3.8,28.1,.124
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,18,52,20.4,3.4,30.2,.144
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,31.3,29.9,23,5.300000000000001,30.2,.145
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,16,59.8,23.1,3,29.3,.135
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,19,56.6,19.6,4,35.5,.207
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,63,10.2,15.6,5.800000000000001,47.5,.383
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,14.1,72.40000000000001,29.4,1.9,18.3,.058
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,14.6,70.90000000000001,28.3,1.9,19.7,.066
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,25.9,40.40000000000001,20.3,3.5,30.9,.154
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,17.8,48.6,27.7,2.5,20.1,.064
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,18.5,48.2,27.2,2.5,21.1,.073
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,26.6,43.8,24.2,2.5,30,.156
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,18.7,43.8,26.5,2.5,22.8,.083
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,19.6,41.5,25.5,2.6,23.3,.086
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,25.9,24.3,26,3.5,25.9,.107
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,16.3,61.90000000000001,29.5,2.4,19.4,.061
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,16.9,60.6,28.5,2.4,20.5,.069
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,27.7,35.3,21.4,3.9,32.3,.167
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,14.9,66.5,30,2.2,17.2,.05
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,15.9,64.2,28.2,2.3,19.7,.066
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,27.2,37.5,19.8,3.8,33.2,.184
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,17,50.7,30.1,2,16.5,.043
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,17.5,51.1,29.2,2.1,17.4,.047
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,20.3,54,27.3,2.9,21.7,.073
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,15.8,50.90000000000001,27.7,2.2,19.9,.066
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,16.8,49.40000000000001,26.2,2.3,22.3,.084
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,42.8,11.5,20.2,4.5,33.3,.193
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,14.8,65.5,25.7,2.8,25.4,.12
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,16.5,61,24.7,3,26.5,.123
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,25.1,37.7,25.1,3.1,24.7,.095
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,13.7,61,28.5,2,18.4,.066
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,14.4,60.3,27.1,2.3,20.4,.079
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,24.9,50.2,19.2,4.800000000000001,34.2,.19
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,18.5,41.7,28.9,2.6,18.2,.057
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,22.2,34.1,26.2,2.4,22.8,.082
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,36.4,5.100000000000001,29.6,2.4,16.5,.05
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,19.2,38.3,28.1,2.2,19.7,.066
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,20.9,35.5,26.4,2.3,22.6,.084
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,42.6,0,24.6,2.6,21,.074
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,21.2,40.2,22.9,2.9,25.9,.106
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,23.2,35.5,21.8,3.3,26.9,.115
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,38.1,1.9,25.5,2.9,21.8,.077
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,20.6,37.6,28.1,2.1,19.4,.061
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,22.5,35.9,25.9,2.4,22.8,.085
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,34.8,24.4,21,4.2,31,.169
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,16.9,61.2,28.2,2.4,20.1,.064
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,21.9,46.2,23.8,2.8,26.9,.119
3_22_404_0,2011,Urban,3,India,22,Chhattisgarh,404,Korba,30.5,20.2,23.3,3,30,.148
3_22_405_0,2011,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,21.7,33.8,24.8,2.8,28.3,.135
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,22.6,31.9,23.9,3,28.4,.135
3_22_405_0,2011,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,30.9,15.2,24,3,25.6,.106
3_22_406_0,2011,Rural,3,India,22,Chhattisgarh,406,Bilaspur,19.1,44.40000000000001,24.6,3,25.1,.101
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,24,41.1,20.7,3.6,32.2,.164
3_22_406_0,2011,Urban,3,India,22,Chhattisgarh,406,Bilaspur,39.40000000000001,30.7,17.3,6.100000000000001,36.6,.221
3_22_407_0,2011,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,18,44.5,24.3,3,27.2,.127
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,19.1,41.5,23,3.2,28,.134
3_22_407_0,2011,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,27.4,17.6,25,3,29.4,.149
3_22_408_0,2011,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,18.1,54.40000000000001,26.3,2.8,22.9,.085
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,19.1,50.8,25.6,2.8,23.1,.087
3_22_408_0,2011,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,24,34.7,26.9,2.5,22.9,.089
3_22_409_0,2011,Rural,3,India,22,Chhattisgarh,409,Durg,21,35,25.4,2.6,25,.1
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,28.3,29.8,20.1,4.100000000000001,34.5,.194
3_22_409_0,2011,Urban,3,India,22,Chhattisgarh,409,Durg,38.1,22.7,18.1,5.4,40,.261
3_22_410_0,2011,Rural,3,India,22,Chhattisgarh,410,Raipur,17.9,54.7,27.5,2.9,23.2,.091
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,27,45.1,18.5,4,39.40000000000001,.261
3_22_410_0,2011,Urban,3,India,22,Chhattisgarh,410,Raipur,47.90000000000001,23.3,14.1,5.9,46.7,.379
3_22_411_0,2011,Rural,3,India,22,Chhattisgarh,411,Mahasamund,22.5,20,27.6,2.1,19.5,.063
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,23.6,21.4,26.2,2.1,22.5,.086
3_22_411_0,2011,Urban,3,India,22,Chhattisgarh,411,Mahasamund,37.8,40.1,15.7,6.600000000000001,43.6,.309
